text,source
"Повторное в течение года совершение административного правонарушения, предусмотренного частью 4 настоящей статьи, - влечет наложение административного штрафа на граждан в размере от шести тысяч до семи тысяч рублей; на должностных лиц - от пятидесяти тысяч до шестидесяти тысяч рублей; на лиц, осуществляющих предпринимательскую деятельность без образования юридического лица, - от восьмидесяти тысяч до девяноста тысяч рублей или административное приостановление деятельности на срок до девяноста суток; на юридических лиц - от шестисот тысяч до семисот тысяч рублей или административное приостановление деятельности на срок до девяноста суток.",КоАП РФ: Статья 6.35. п. 5. 
"Действия (бездействие), предусмотренные частью 4 настоящей статьи, повлекшие причинение вреда здоровью людей или окружающей среде либо возникновение эпидемии или эпизоотии, если эти действия (бездействие) не содержат уголовно наказуемого деяния, - влекут наложение административного штрафа на граждан в размере от семи тысяч до восьми тысяч рублей; на должностных лиц - от шестидесяти тысяч до семидесяти тысяч рублей; на лиц, осуществляющих предпринимательскую деятельность без образования юридического лица, - от девяноста тысяч до ста тысяч рублей или административное приостановление деятельности на срок до девяноста суток; на юридических лиц - от семисот тысяч до восьмисот тысяч рублей или административное приостановление деятельности на срок до девяноста суток.",КоАП РФ: Статья 6.35. п. 6. 
"Несоблюдение санитарно-эпидемиологических требований к сбору, накоплению, транспортированию, обработке, утилизации или обезвреживанию отходов животноводства - влечет наложение административного штрафа на граждан в размере от пяти тысяч до семи тысяч рублей; на должностных лиц - от пятидесяти тысяч до шестидесяти тысяч рублей; на лиц, осуществляющих предпринимательскую деятельность без образования юридического лица, - от семидесяти тысяч до восьмидесяти тысяч рублей или административное приостановление деятельности на срок до девяноста суток; на юридических лиц - от четырехсот пятидесяти тысяч до пятисот пятидесяти тысяч рублей или административное приостановление деятельности на срок до девяноста суток.",КоАП РФ: Статья 6.35. п. 7. 
"Повторное в течение года совершение административного правонарушения, предусмотренного частью 7 настоящей статьи, - влечет наложение административного штрафа на граждан в размере от семи тысяч до восьми тысяч рублей; на должностных лиц - от шестидесяти тысяч до семидесяти тысяч рублей; на лиц, осуществляющих предпринимательскую деятельность без образования юридического лица, - от девяноста тысяч до ста тысяч рублей или административное приостановление деятельности на срок до девяноста суток; на юридических лиц - от семисот тысяч до восьмисот тысяч рублей или административное приостановление деятельности на срок до девяноста суток.",КоАП РФ: Статья 6.35. п. 8. 
"Действия (бездействие), предусмотренные частью 7 настоящей статьи, повлекшие причинение вреда здоровью людей или окружающей среде либо возникновение эпидемии или эпизоотии, если эти действия (бездействие) не содержат уголовно наказуемого деяния, - влекут наложение административного штрафа на граждан в размере от восьми тысяч до девяти тысяч рублей; на должностных лиц - от семидесяти тысяч до восьмидесяти тысяч рублей; на лиц, осуществляющих предпринимательскую деятельность без образования юридического лица, - от ста тысяч до ста десяти тысяч рублей или административное приостановление деятельности на срок до девяноста суток; на юридических лиц - от восьмисот тысяч до девятисот тысяч рублей или административное приостановление деятельности на срок до девяноста суток.",КоАП РФ: Статья 6.35. п. 9. 
"Несоблюдение санитарно-эпидемиологических требований к размещению отходов животноводства - влечет наложение административного штрафа на граждан в размере от восьми тысяч до десяти тысяч рублей; на должностных лиц - от семидесяти тысяч до девяноста тысяч рублей; на лиц, осуществляющих предпринимательскую деятельность без образования юридического лица, - от девяноста тысяч до ста десяти тысяч рублей или административное приостановление деятельности на срок до девяноста суток; на юридических лиц - от шестисот тысяч до восьмисот тысяч рублей или административное приостановление деятельности на срок до девяноста суток.",КоАП РФ: Статья 6.35. п. 10. 
"Повторное в течение года совершение административного правонарушения, предусмотренного частью 10 настоящей статьи, - влечет наложение административного штрафа на граждан в размере от десяти тысяч до двенадцати тысяч рублей; на должностных лиц - от девяноста тысяч до ста тысяч рублей; на лиц, осуществляющих предпринимательскую деятельность без образования юридического лица, - от ста десяти тысяч до ста двадцати тысяч рублей или административное приостановление деятельности на срок до девяноста суток; на юридических лиц - от восьмисот тысяч до девятисот тысяч рублей или административное приостановление деятельности на срок до девяноста суток.",КоАП РФ: Статья 6.35. п. 11. 
"Действия (бездействие), предусмотренные частью 10 настоящей статьи, повлекшие причинение вреда здоровью людей или окружающей среде либо возникновение эпидемии или эпизоотии, если эти действия (бездействие) не содержат уголовно наказуемого деяния, - влекут наложение административного штрафа на граждан в размере от двенадцати тысяч до четырнадцати тысяч рублей; на должностных лиц - от ста тысяч до ста десяти тысяч рублей; на лиц, осуществляющих предпринимательскую деятельность без образования юридического лица, - от ста двадцати тысяч до ста тридцати тысяч рублей или административное приостановление деятельности на срок до девяноста суток; на юридических лиц - от девятисот тысяч до одного миллиона рублей или административное приостановление деятельности на срок до девяноста суток.",КоАП РФ: Статья 6.35. п. 12. 
"Воспрепятствование в какой бы то ни было форме законной деятельности медицинского работника по оказанию медицинской помощи, за исключением случаев, предусмотренных частью 2 статьи 12.17 настоящего Кодекса, если это действие не содержит признаков уголовно наказуемого деяния, - влечет наложение административного штрафа в размере от четырех тысяч до пяти тысяч рублей.",КоАП РФ: Статья 6.36.
"Самовольное занятие земельного участка или части земельного участка, в том числе использование земельного участка лицом, не имеющим предусмотренных законодательством Российской Федерации прав на указанный земельный участок, - влечет наложение административного штрафа в случае, если определена кадастровая стоимость земельного участка, на граждан в размере от 1 до 1,5 процента кадастровой стоимости земельного участка, но не менее пяти тысяч рублей; на должностных лиц - от 1,5 до 2 процентов кадастровой стоимости земельного участка, но не менее двадцати тысяч рублей; на юридических лиц - от 2 до 3 процентов кадастровой стоимости земельного участка, но не менее ста тысяч рублей, а в случае, если не определена кадастровая стоимость земельного участка, на граждан в размере от пяти тысяч до десяти тысяч рублей; на должностных лиц - от двадцати тысяч до пятидесяти тысяч рублей; на юридических лиц - от ста тысяч до двухсот тысяч рублей. Примечания:  За административные правонарушения, предусмотренные настоящей статьей, лица, осуществляющие предпринимательскую деятельность без образования юридического лица, несут административную ответственность как юридические лица.",КоАП РФ: Статья 7.1. п. 1. 
"В случае самовольного занятия части земельного участка административный штраф, рассчитываемый из размера кадастровой стоимости земельного участка, исчисляется пропорционально площади самовольно занятой части земельного участка.",КоАП РФ: Статья 7.1. п. 2. 
"Уничтожение или повреждение скважин государственной опорной наблюдательной сети, наблюдательных режимных створов на водных объектах, маркшейдерских знаков, а равно специальных информационных знаков, определяющих границы прибрежных защитных полос и водоохранных зон водных объектов, в том числе прибрежных полос внутренних морских вод и территориального моря Российской Федерации, знаков, информирующих граждан об ограничении водопользования на водных объектах общего пользования, знаков, обозначающих границы санитарно-защитных зон и иных зон с особыми условиями использования территорий, специальных знаков, обозначающих границы рыболовных участков, указывающих на их принадлежность пользователю, знаков санитарных (горно-санитарных) зон и округов, лечебно-оздоровительных местностей и курортов, особо охраняемых природных территорий, лесоустроительных или лесохозяйственных знаков, а равно знаков, устанавливаемых пользователями животным миром, уполномоченными государственными органами по охране, контролю и регулированию использования объектов животного мира и среды их обитания, государственными органами, осуществляющими функции по контролю и надзору в области рыболовства и сохранения водных биологических ресурсов и среды их обитания, а также зданий и других сооружений, принадлежащих указанным пользователям и органам, - (в ред. Федеральных законов от 28.12.2009 N 380-ФЗ, от 03.07.2016 N 349-ФЗ) влечет наложение административного штрафа на граждан в размере от трех тысяч до пяти тысяч рублей; на должностных лиц - от пяти тысяч до десяти тысяч рублей; на юридических лиц - от пятидесяти тысяч до ста тысяч рублей.",КоАП РФ: Статья 7.2. п. 2. 
"Уничтожение, повреждение или снос пунктов государственных геодезических сетей, пунктов геодезических сетей специального назначения либо стационарных пунктов наблюдений за состоянием окружающей среды и ее загрязнением, входящих в государственную наблюдательную сеть, либо нарушение режима охранной зоны стационарных пунктов наблюдений за состоянием окружающей среды и ее загрязнением - влечет наложение административного штрафа на граждан в размере от пяти тысяч до десяти тысяч рублей; на должностных лиц - от десяти тысяч до пятидесяти тысяч рублей; на юридических лиц - от пятидесяти тысяч до двухсот тысяч рублей.",КоАП РФ: Статья 7.2. п. 3. 
"Неуведомление собственником, владельцем или пользователем земельного участка, здания либо сооружения, на которых размещены пункты, перечисленные в части 3 настоящей статьи, федерального органа исполнительной власти по геодезии и картографии, гидрометеорологии и смежным с ней областям или его территориального (регионального) органа об уничтожении, о повреждении или о сносе этих пунктов, а равно отказ в предоставлении возможности подъезда (подхода) к этим пунктам для проведения на них наблюдений и иных работ - влечет предупреждение или наложение административного штрафа в размере от одной тысячи до пяти тысяч рублей.",КоАП РФ: Статья 7.2. п. 4. 
"Пользование недрами без лицензии на пользование недрами, за исключением случаев, предусмотренных статьей 7.5 и частью 1 статьи 15.44 настоящего Кодекса, - (в ред. Федеральных законов от 20.12.2017 N 414-ФЗ, от 27.12.2019 N 501-ФЗ) влечет наложение административного штрафа на граждан в размере от трех тысяч до пяти тысяч рублей; на должностных лиц - от тридцати тысяч до пятидесяти тысяч рублей; на юридических лиц - от восьмисот тысяч до одного миллиона рублей.",КоАП РФ: Статья 7.3. п. 1. 
"Нарушение условий, предусмотренных лицензией на пользование недрами, и (или) требований утвержденного в установленном порядке технического проекта и (или) иной проектной документации на выполнение работ, связанных с пользованием недрами, - влечет наложение административного штрафа на граждан в размере от двух тысяч до трех тысяч рублей; на должностных лиц - от двадцати тысяч до сорока тысяч рублей; на юридических лиц - от трехсот тысяч до пятисот тысяч рублей.",КоАП РФ: Статья 7.3. п. 2. 
"Застройка площадей залегания полезных ископаемых, в том числе размещение в местах их залегания подземных сооружений без разрешения, необеспечение сохранности зданий, сооружений, а также особо охраняемых территорий и объектов окружающей среды при пользовании недрами - влечет наложение административного штрафа на граждан в размере от двух тысяч до трех тысяч рублей; на должностных лиц - от двадцати тысяч до тридцати тысяч рублей; на юридических лиц - от ста тысяч до двухсот тысяч рублей.",КоАП РФ: Статья 7.4.
"Самовольная добыча янтаря, нефрита или иных полудрагоценных камней, либо транспортировка или хранение в целях сбыта незаконно добытых янтаря, нефрита или иных полудрагоценных камней в натуральном или переработанном виде, либо сбыт незаконно добытых янтаря, нефрита или иных полудрагоценных камней в натуральном или переработанном виде, если такие действия не содержат уголовно наказуемого деяния, - влечет наложение административного штрафа на граждан в размере от двухсот тысяч до пятисот тысяч рублей с конфискацией орудия совершения административного правонарушения либо без таковой; на должностных лиц - от пятисот тысяч до восьмисот тысяч рублей с конфискацией орудия совершения административного правонарушения либо без таковой; на юридических лиц - от десяти миллионов до шестидесяти миллионов рублей с конфискацией орудия совершения административного правонарушения либо без таковой.",КоАП РФ: Статья 7.5.
"Самовольное занятие водного объекта или его части, либо использование их без документов, на основании которых возникает право пользования водным объектом или его частью, либо водопользование с нарушением его условий - влечет наложение административного штрафа на граждан в размере от одной тысячи до трех тысяч рублей; на должностных лиц - от десяти тысяч до тридцати тысяч рублей; на лиц, осуществляющих предпринимательскую деятельность без образования юридического лица, - от десяти тысяч до тридцати тысяч рублей или административное приостановление деятельности на срок до девяноста суток; на юридических лиц - от пятидесяти тысяч до ста тысяч рублей или административное приостановление деятельности на срок до девяноста суток.",КоАП РФ: Статья 7.6.
"Повреждение объектов и систем водоснабжения, водоотведения, гидротехнических сооружений, устройств и установок водохозяйственного и водоохранного назначения - влечет наложение административного штрафа на граждан в размере от одной тысячи до одной тысячи пятисот рублей; на должностных лиц - от двух тысяч до трех тысяч рублей; на юридических лиц - от двадцати тысяч до тридцати тысяч рублей.",КоАП РФ: Статья 7.7.
"Самовольное занятие лесных участков или использование указанных участков для раскорчевки, переработки лесных ресурсов, устройства складов, возведения построек (строительства), распашки и других целей без специальных разрешений на использование указанных участков - влечет наложение административного штрафа на граждан в размере от двадцати тысяч до пятидесяти тысяч рублей; на должностных лиц - от пятидесяти тысяч до ста тысяч рублей; на юридических лиц - от двухсот тысяч до трехсот тысяч рублей.",КоАП РФ: Статья 7.9.
"(в ред. Федеральных законов от 04.12.2006 N 201-ФЗ, от 28.12.2009 N 380-ФЗ)  Самовольная уступка права пользования землей, недрами, лесным участком или водным объектом, а равно самовольная мена земельного участка - (в ред. Федеральных законов от 04.12.2006 N 201-ФЗ, от 28.12.2009 N 380-ФЗ) влечет наложение административного штрафа на граждан в размере от пятисот до одной тысячи рублей; на должностных лиц - от одной тысячи до двух тысяч рублей; на юридических лиц - от десяти тысяч до двадцати тысяч рублей.",КоАП РФ: Статья 7.10.
"(в ред. Федеральных законов от 06.12.2007 N 333-ФЗ, от 24.07.2009 N 209-ФЗ)   Пользование объектами животного мира или водными биологическими ресурсами без разрешения, если разрешение обязательно, либо с нарушением условий, предусмотренных разрешением, а равно самовольная уступка права пользования объектами животного мира или права на добычу (вылов) водных биологических ресурсов, за исключением случаев, предусмотренных частью 2 настоящей статьи и частью 2 статьи 8.17 настоящего Кодекса, - (в ред. Федеральных законов от 06.12.2007 N 333-ФЗ, от 28.12.2009 N 380-ФЗ, от 24.07.2009 N 209-ФЗ, от 23.07.2013 N 201-ФЗ) влечет наложение административного штрафа на граждан в размере от пятисот до одной тысячи рублей; на должностных лиц - от одной тысячи до двух тысяч рублей; на юридических лиц - от десяти тысяч до двадцати тысяч рублей.",КоАП РФ: Статья 7.11. п. 1. 
"Добыча копытных животных и медведей, относящихся к охотничьим ресурсам, без разрешения, если разрешение обязательно, либо с нарушением условий, предусмотренных разрешением, - влечет лишение права осуществлять охоту на срок от одного года до трех лет.",КоАП РФ: Статья 7.11. п. 2. 
"Ввоз, продажа, сдача в прокат или иное незаконное использование экземпляров произведений или фонограмм в целях извлечения дохода в случаях, если экземпляры произведений или фонограмм являются контрафактными в соответствии с законодательством Российской Федерации об авторском праве и смежных правах либо на экземплярах произведений или фонограмм указана ложная информация об их изготовителях, о местах их производства, а также об обладателях авторских и смежных прав, а равно иное нарушение авторских и смежных прав в целях извлечения дохода, за исключением случаев, предусмотренных частью 2 статьи 14.33 настоящего Кодекса, - влечет наложение административного штрафа на граждан в размере от одной тысячи пятисот до двух тысяч рублей с конфискацией контрафактных экземпляров произведений и фонограмм, а также материалов и оборудования, используемых для их воспроизведения, и иных орудий совершения административного правонарушения; на должностных лиц - от десяти тысяч до двадцати тысяч рублей с конфискацией контрафактных экземпляров произведений и фонограмм, а также материалов и оборудования, используемых для их воспроизведения, и иных орудий совершения административного правонарушения; на юридических лиц - от тридцати тысяч до сорока тысяч рублей с конфискацией контрафактных экземпляров произведений и фонограмм, а также материалов и оборудования, используемых для их воспроизведения, и иных орудий совершения административного правонарушения. (в ред. Федеральных законов от 27.12.2005 N 193-ФЗ, от 22.06.2007 N 116-ФЗ)",КоАП РФ: Статья 7.12. п. 1. 
"Незаконное использование изобретения, полезной модели либо промышленного образца, за исключением случаев, предусмотренных частью 2 статьи 14.33 настоящего Кодекса, разглашение без согласия автора или заявителя сущности изобретения, полезной модели либо промышленного образца до официального опубликования сведений о них, присвоение авторства или принуждение к соавторству - влечет наложение административного штрафа на граждан в размере от одной тысячи пятисот до двух тысяч рублей; на должностных лиц - от десяти тысяч до двадцати тысяч рублей; на юридических лиц - от тридцати тысяч до сорока тысяч рублей. (в ред. Федеральных законов от 27.12.2005 N 193-ФЗ, от 22.06.2007 N 116-ФЗ)",КоАП РФ: Статья 7.12. п. 2. 
"Нарушение требований законодательства об охране объектов культурного наследия (памятников истории и культуры) народов Российской Федерации, нарушение режима использования земель в границах территорий объектов культурного наследия либо несоблюдение ограничений, установленных в границах зон охраны объектов культурного наследия, за исключением случаев, предусмотренных частями 2 и 3 настоящей статьи, - влечет наложение административного штрафа на граждан в размере от пятнадцати тысяч до двухсот тысяч рублей; на должностных лиц - от двадцати тысяч до четырехсот тысяч рублей; на юридических лиц - от двухсот тысяч до пяти миллионов рублей.",КоАП РФ: Статья 7.13. п. 1. 
"Действия (бездействие), предусмотренные частью 1 настоящей статьи, совершенные в отношении отдельных объектов культурного наследия федерального значения, перечень которых устанавливается Правительством Российской Федерации, особо ценных объектов культурного наследия народов Российской Федерации, объектов культурного наследия, включенных в Список всемирного наследия, либо на территориях указанных объектов или в их зонах охраны, на территориях достопримечательных мест, историко-культурных заповедников (музеев-заповедников) или в их зонах охраны, - влекут наложение административного штрафа на граждан в размере от двадцати тысяч до трехсот тысяч рублей; на должностных лиц - от пятидесяти тысяч до пятисот тысяч рублей; на юридических лиц - от одного миллиона до двадцати миллионов рублей.",КоАП РФ: Статья 7.13. п. 2. 
"Действия (бездействие), предусмотренные частью 1 настоящей статьи, совершенные в отношении выявленных объектов культурного наследия или на их территориях, - влекут наложение административного штрафа на граждан в размере от пятнадцати тысяч до ста тысяч рублей; на должностных лиц - от двадцати тысяч до трехсот тысяч рублей; на юридических лиц - от ста тысяч до одного миллиона рублей.",КоАП РФ: Статья 7.13. п. 3. 
"Неисполнение или ненадлежащее исполнение должностным лицом возложенных на него должностных обязанностей, повлекшие причинение вреда объекту культурного наследия, в том числе выявленному объекту культурного наследия, либо уничтожение объекта культурного наследия, в том числе выявленного объекта культурного наследия, если эти действия не содержат уголовно наказуемого деяния, - влечет наложение административного штрафа в размере от ста тысяч до шестисот тысяч рублей.",КоАП РФ: Статья 7.13. п. 4. 
"Нарушение требований к архитектурному решению объекта капитального строительства, установленных градостроительным регламентом в границах территории исторического поселения, - влечет наложение административного штрафа на граждан в размере от пятнадцати тысяч до ста тысяч рублей; на должностных лиц - от двадцати тысяч до трехсот тысяч рублей; на юридических лиц - от ста тысяч до одного миллиона рублей.",КоАП РФ: Статья 7.13. п. 5. 
"(в ред. Федеральных законов от 07.05.2013 N 96-ФЗ, от 23.06.2016 N 222-ФЗ)  Организация или проведение земляных, строительных, мелиоративных, хозяйственных и иных работ без разрешения государственного органа охраны объектов культурного наследия в случаях, если такое разрешение обязательно, - влечет наложение административного штрафа на граждан в размере от пятнадцати тысяч до ста тысяч рублей; на должностных лиц - от двадцати тысяч до трехсот тысяч рублей; на юридических лиц - от ста тысяч до одного миллиона рублей.",КоАП РФ: Статья 7.14.
"Уничтожение или повреждение объектов культурного наследия (памятников истории и культуры) народов Российской Федерации, в том числе выявленных объектов культурного наследия, - влечет наложение административного штрафа на юридических лиц в размере от пятисот тысяч до двадцати миллионов рублей.",КоАП РФ: Статья 7.14.1. п. 1. 
"Действия (бездействие), предусмотренные частью 1 настоящей статьи, совершенные в отношении особо ценных объектов культурного наследия народов Российской Федерации либо объектов культурного наследия, включенных в Список всемирного наследия, - влекут наложение административного штрафа на юридических лиц в размере от одного миллиона до шестидесяти миллионов рублей.",КоАП РФ: Статья 7.14.1. п. 2. 
"Уничтожение или повреждение объектов, составляющих предмет охраны исторического поселения, - влечет наложение административного штрафа на граждан в размере от пятнадцати тысяч до двухсот тысяч рублей; на должностных лиц - от двадцати тысяч до четырехсот тысяч рублей; на юридических лиц - от двухсот тысяч до пяти миллионов рублей.",КоАП РФ: Статья 7.14.1. п. 3. 
"Неисполнение заказчиком и (или) лицом, проводящим земляные, строительные, дорожные или иные работы, обязанности по приостановлению указанных работ в случае обнаружения объекта, обладающего признаками объекта культурного наследия в соответствии с законодательством об охране объектов культурного наследия, в том числе объекта археологического наследия, или работ, проведение которых может ухудшить состояние объекта культурного наследия либо нарушить его целостность и сохранность, после получения письменного предписания государственного органа охраны объектов культурного наследия, - влечет наложение административного штрафа на граждан в размере от пятнадцати тысяч до трехсот тысяч рублей; на должностных лиц - от двадцати тысяч до четырехсот тысяч рублей; на юридических лиц - от двухсот тысяч до пяти миллионов рублей.",КоАП РФ: Статья 7.14.2.
"Проведение археологических полевых работ без полученного в установленном порядке разрешения (открытого листа), если эти действия не содержат уголовно наказуемого деяния, либо с нарушением условий, предусмотренных разрешением (открытым листом), - (в ред. Федеральных законов от 23.07.2013 N 245-ФЗ, от 30.12.2015 N 459-ФЗ) влечет наложение административного штрафа на граждан в размере от одной тысячи пятисот до двух тысяч пятисот рублей с конфискацией предметов, добытых в результате археологических полевых работ, а также инструментов и оборудования, использованных для археологических полевых работ; на должностных лиц - от четырех тысяч до пяти тысяч рублей с конфискацией предметов, добытых в результате археологических полевых работ, а также инструментов и оборудования, использованных для археологических полевых работ; на юридических лиц - от сорока тысяч до пятидесяти тысяч рублей с конфискацией предметов, добытых в результате археологических полевых работ, а также инструментов и оборудования, использованных для археологических полевых работ. (в ред. Федеральных законов от 22.06.2007 N 116-ФЗ, от 30.12.2015 N 459-ФЗ)",КоАП РФ: Статья 7.15. п. 1. 
